fano_factor,train_cue_conc,bg_conc,cue_conc,n_bg,capacity,capacity_simulation,dimension,radius,utility,center_alignment,axis_alignment,center_axis_alignment,shuffle_capacity,shuffle_dimension,shuffle_radius,shuffle_utility,shuffle_center_alignment,shuffle_axis_alignment,shuffle_center_axis_alignment
0.0,7,0.0032,1.0,16,0.2035461962603978,0.18181818181818182,13.031890698008233,0.7245011836193133,0.9130755095138586,0.9569983852105485,0.12115935975288308,0.024964371477801107,0.00997769461825548,106.04380473454665,2.2368465304381466,0.881829541383365,0.9886494535176426,0.9198891341758881,0.4021884456507179
0.0,8,0.0032,0.01,0,,,,,,,,,,,,,,,
0.0,8,0.0032,0.01,1,,,,,,,,,,,,,,,
0.0,8,0.0032,0.01,2,,,,,,,,,,,,,,,
0.0,8,0.0032,0.01,4,0.15574610740758757,0.16666666666666666,13.67955589815375,0.8932181615351374,0.9454826598394421,0.9767859331407002,0.18984041750073036,0.02252517492937904,0.009773463046862168,96.89708241817712,2.269973308928102,0.7931025998973845,0.9950917537070721,0.9560999181754765,0.16344140651025563
0.0,8,0.0032,0.01,8,0.1136736430800686,0.11764705882352941,17.808406324783363,0.9387519006672983,0.9482848147621157,0.9684198996857686,0.14566300387717995,0.02319242286678767,0.010281957459222762,106.76011183345449,2.2744179785360545,0.9198790187570147,0.9716669786981881,0.8796294372792615,0.20560169973215783
0.0,8,0.0032,0.01,12,0.10364310399984812,0.10526315789473684,19.78123067329358,0.925983266385895,0.9464202639197692,0.9715031529217556,0.13623707618853817,0.02261398297157875,0.009378774812735146,119.31588570003781,2.3378415233888354,0.9459587466433357,0.9498039992417618,0.8895462732313906,0.1557325338116026
0.0,8,0.0032,0.01,16,0.12164596829902065,0.125,17.17234941947074,0.9021942199628653,0.9373486310619455,0.9683673492912451,0.16868636218759092,0.02128473961507787,0.010421288515170445,107.2160469454071,2.194313928893868,0.9251837452722758,0.9598869327889491,0.8874279378555412,0.1770901009849193
0.0,8,0.0032,1.0,0,,,,,,,,,,,,,,,
0.0,8,0.0032,1.0,1,,,,,,,,,,,,,,,
0.0,8,0.0032,1.0,2,,,,,,,,,,,,,,,
0.0,8,0.0032,1.0,4,,,,,,,,,,,,,,,
0.0,8,0.0032,1.0,8,0.2014163814994739,0.2,13.126959018712135,0.7274681279158611,0.9149972012556965,0.9616129711032799,0.12336350509998996,0.019294955701937507,0.010294324750522022,103.40300349350673,2.349544382883235,0.9012117174632988,0.9826435998410111,0.921818454855874,0.37077187389524807
0.0,8,0.0032,1.0,12,0.20615819164795626,0.2,13.41412707869536,0.7036032327186551,0.9157159231686776,0.9825747741201158,0.121896585422662,0.022218774991780457,0.010253206135707548,104.17278870712582,2.3056651445845935,0.8989965331026482,0.9880266945194938,0.9129180553707589,0.4053897785254381
0.0,8,0.0032,1.0,16,0.270677902348594,0.25,11.197835589787841,0.6462040613471137,0.8928505558875297,0.9464913908759053,0.13169691727623434,0.0213102444902243,0.009105587208939229,97.66855241419965,2.268362767037121,0.7446164934034117,0.9978272397508202,0.9476570335035667,0.4270299162961721
0.0,9,0.0032,0.01,0,,,,,,,,,,,,,,,
0.0,9,0.0032,0.01,1,,,,,,,,,,,,,,,
0.0,9,0.0032,0.01,2,,,,,,,,,,,,,,,
0.0,9,0.0032,0.01,4,,,,,,,,,,,,,,,
0.0,9,0.0032,0.01,8,0.08881422014061804,0.08695652173913043,21.114569821520718,1.0191147047384432,0.9553884186302911,0.966648793423258,0.1491584752676973,0.025594865194452986,0.009143603722549961,116.70318575223953,2.429413593521685,0.9124832370944969,0.984474070265523,0.898027100939408,0.17994939784763053
0.0,9,0.0032,0.01,12,0.08533293013323455,0.08333333333333333,22.181223596115675,1.0140820041587792,0.9596277044236284,0.9611273934452444,0.13675959668412643,0.0264778941172551,0.010490519263347526,109.64660703786413,2.2140861354056436,0.9553641659532462,0.9204762065987638,0.8392709357651261,0.15661396185810353
0.0,9,0.0032,0.01,16,0.09915193117664751,0.10526315789473684,19.429000718704405,0.9951648551208462,0.9585429448861165,0.9503417433563588,0.15242053637876038,0.028247235615227014,0.010299026753979262,108.20488246525518,2.223086143486643,0.9268613957311815,0.968842553524829,0.8918590307271835,0.14004977795398124
0.0,9,0.0032,1.0,0,,,,,,,,,,,,,,,
0.0,9,0.0032,1.0,1,,,,,,,,,,,,,,,
0.0,9,0.0032,1.0,2,,,,,,,,,,,,,,,
0.0,9,0.0032,1.0,4,,,,,,,,,,,,,,,
0.0,9,0.0032,1.0,8,0.17726805190182424,0.18181818181818182,14.566448267616748,0.7575581495387231,0.9415437732417686,0.9694374981214856,0.1318506016164485,0.02564013728240111,0.009965725389417595,99.8626017127775,2.3190813181220795,0.8391697583270856,0.9938887151678067,0.911373726461301,0.30673696727949945
0.0,9,0.0032,1.0,12,0.1750490595355953,0.18181818181818182,14.771875978754924,0.7616085835835731,0.9492681609521096,0.9716020571065301,0.131032950809982,0.023300570945936145,0.009133783196628562,116.26117822230697,2.446108275502803,0.9098441607088389,0.9830389066759979,0.9234177655869873,0.18809627377666568
0.0,9,0.0032,1.0,16,0.22023760976903572,0.2,12.671403420676484,0.7050477522164726,0.9266264256701362,0.9621984005939153,0.12480338409194812,0.025403094121576653,0.010914998495653213,93.3693752045622,2.12583002095656,0.834473883483615,0.9928698358596441,0.9139768234946251,0.43281043303725725
0.0,0,0.1,0.01,0,,,,,,,,,,,,,,,
0.0,0,0.1,0.01,1,,,,,,,,,,,,,,,
0.0,0,0.1,0.01,2,,,,,,,,,,,,,,,
0.0,0,0.1,0.01,4,,,,,,,,,,,,,,,
0.0,0,0.1,0.01,8,0.034053133285450635,0.03333333333333333,50.731806159781996,1.15222600309642,0.9853710030654532,0.4986774381348196,0.2034796930704216,0.05817396203786479,0.009492131200729535,125.6172639788843,2.1072733492524582,0.9732130799867509,0.8535584132874188,0.7092097418360049,0.1201811645462804
0.0,0,0.1,0.01,12,0.027515469030020757,0.0273972602739726,58.147445252815544,1.2623776419164294,0.9830680908607186,0.28749625889344294,0.3104812995598905,0.07646297024769562,0.010462529141584801,115.22969696236414,1.992050022899769,0.9629350101426845,0.8264853844872632,0.7306499051831998,0.1330260121530984
0.0,0,0.1,0.01,16,0.028172999015895307,0.027777777777777776,54.54830078261677,1.3325271046927938,0.9831167019122399,0.06381726375430909,0.43366694043226356,0.10284082979987458,0.01062060466942116,108.51970518849812,2.1494037655049536,0.9474634106652016,0.9403573615546712,0.8564882664233947,0.14493185275619558
0.0,0,0.1,1.0,0,,,,,,,,,,,,,,,
0.0,0,0.1,1.0,1,,,,,,,,,,,,,,,
0.0,0,0.1,1.0,2,,,,,,,,,,,,,,,
0.0,0,0.1,1.0,4,,,,,,,,,,,,,,,
0.0,0,0.1,1.0,8,0.08746664565225062,0.09090909090909091,24.65410140144473,0.8906212547094431,0.953866340293221,0.907904668196218,0.08973703608229823,0.03339068578760424,0.010671991653149072,113.0190967036294,2.046718052571861,0.9736998275493016,0.7598356891834969,0.7084411740875076,0.09786750324601466
0.0,0,0.1,1.0,12,0.08854830631300134,0.09090909090909091,23.120934401228464,0.9181723259994972,0.9364814474365166,0.9361252674360766,0.11809068640676183,0.03005022726370596,0.010215335777603236,115.00241124853925,2.1076947295955915,0.9589288467716324,0.898237764535787,0.7844778530293056,0.14707713377673662
0.0,0,0.1,1.0,16,0.10720681156224127,0.10526315789473684,18.57128138379117,0.9283329396577005,0.9215910913441075,0.9334216686128608,0.1379125059431114,0.03131240994204387,0.010301019412652703,109.10762039083444,2.2813203165907567,0.942771553060343,0.964665808030868,0.8816323483295716,0.1237029726715545
0.0,1,0.1,0.01,0,,,,,,,,,,,,,,,
0.0,1,0.1,0.01,1,,,,,,,,,,,,,,,
0.0,1,0.1,0.01,2,,,,,,,,,,,,,,,
0.0,1,0.1,0.01,4,0.05127855061357952,0.05405405405405406,34.240429431509405,1.0667685730595957,0.9345631366464348,0.7547306012982716,0.14012173748884216,0.04230603676839614,0.010310547258164408,114.3669678939578,2.1133262049368837,0.9634607847004495,0.9132670636261763,0.7713550146202225,0.14338674379635608
0.0,1,0.1,0.01,8,0.03383031911760642,0.034482758620689655,49.58866503057565,1.1366921618532098,0.9456850883363366,0.42655524680961154,0.20813077638583646,0.06731152927344125,0.00956334872598245,124.14286980043654,2.125228298014845,0.9720124481056243,0.8580951096854847,0.7212366675229279,0.11870571753458907
0.0,1,0.1,0.01,12,0.03194596066526868,0.031746031746031744,50.897377839842996,1.1852240321928196,0.9498198484738201,0.23770494723762656,0.2722042726028046,0.08190764967664216,0.00998054811955368,119.68896018364774,2.0545044232952576,0.9657615653980267,0.8728440419471393,0.769010210362583,0.139705918326015
0.0,1,0.1,0.01,16,0.03753361901285423,0.03773584905660377,42.44473621051292,1.20293667163982,0.9420756710750613,0.20474613133362604,0.3129304384389595,0.08598692744041768,0.009232723172631897,119.34685832547366,2.248877112752778,0.9199888007950621,0.9777231834497923,0.8973588852909048,0.13985882165772515
0.0,1,0.1,1.0,0,,,,,,,,,,,,,,,
0.0,1,0.1,1.0,1,,,,,,,,,,,,,,,
0.0,1,0.1,1.0,2,,,,,,,,,,,,,,,
0.0,1,0.1,1.0,4,,,,,,,,,,,,,,,
0.0,1,0.1,1.0,8,0.07605987704791942,0.08,26.45582901327899,0.9332527729485526,0.9367223835196993,0.9344486923043224,0.1108277974527405,0.02933685734815514,0.010609360520727447,111.76694160029245,2.0748213303891347,0.9622504607562454,0.895688247540532,0.7154610057507721,0.17507807002792233
0.0,1,0.1,1.0,12,0.08042037881052648,0.08333333333333333,24.620863838152093,0.9419959988910892,0.9309226233636588,0.9512930126772233,0.12479760112855334,0.02496145355962749,0.008955357860879783,127.29619218536449,2.280504481421093,0.9561355141660026,0.9570161940489272,0.8300799146860873,0.1530636922119193
